date,usage,price
2017-09-26,25679,54.27
2017-09-27,26006,61.36
2017-09-28,25924,61.94
2017-09-29,26002,60.56
2017-09-30,25872,59.44
2017-10-01,28795,57.12
2017-10-02,27937,56.92
2017-10-03,25700,63.7
2017-10-04,23518,61.37
2017-10-05,25647,65.96
2017-10-06,27132,56.52
2017-10-07,26235,58.04
2017-10-08,26394,64.31
2017-10-09,24156,65.34
2017-10-10,25377,72.65
2017-10-11,26359,71.64
2017-10-12,26870,69.19
2017-10-13,23471,67.39
2017-10-14,24427,69.23
2017-10-15,23360,66.12
2017-10-16,23276,47.59
2017-10-17,25178,56.58
2017-10-18,25146,52.77
2017-10-19,24797,67.41
2017-10-20,24889,54.96
2017-10-21,25193,56.17
2017-10-22,22940,56.46
2017-10-23,22834,60.22
2017-10-24,24837,63.63
2017-10-25,25361,66.79
2017-10-26,25276,55.79
2017-10-27,25414,65.15
2017-10-28,24863,54.31
2017-10-29,22696,53.17
2017-10-30,22048,52.91
2017-10-31,24587,52.71
2017-11-01,28508,56.66
2017-11-02,28382,51.35
2017-11-03,25518,58.68
2017-11-04,24978,65
2017-11-05,25658,51.26
2017-11-06,25945,51.58
2017-11-07,28418,57.58
2017-11-08,26159,59.46
2017-11-09,23870,63.31
2017-11-10,25695,59.96
2017-11-11,26618,66.72
2017-11-12,25802,65.65
2017-11-13,23946,51.26
2017-11-14,26570,53.18
2017-11-15,26872,60.76
2017-11-16,27265,73.19
2017-11-17,27057,75.22
2017-11-18,27250,65.28
2017-11-19,25166,63.96
2017-11-20,24893,74.73
2017-11-21,27002,71.63
2017-11-22,27587,61.13
2017-11-23,27479,53.13
2017-11-24,27389,58.32
2017-11-25,27312,61.19
2017-11-26,25339,58.48
2017-11-27,25000,60.28
2017-11-28,27599,76.04
2017-11-29,27636,73.55
2017-11-30,27699,62.98
2017-12-01,28355,75.76
2017-12-02,26513,68.61
2017-12-03,23551,63.22
2017-12-04,25071,72.75
2017-12-05,25433,75.43
2017-12-06,26083,85.19
2017-12-07,29848,76.97
2017-12-08,26111,66.97
2017-12-09,25990,72.47
2017-12-10,25394,60.57
2017-12-11,24668,42.62
2017-12-12,28175,59
2017-12-13,28834,75.37
2017-12-14,28782,59.11
2017-12-15,28574,54.94
2017-12-16,28277,60.84
2017-12-17,27124,62.04
2017-12-18,26926,63.96
2017-12-19,29193,55.13
2017-12-20,28936,59.24
2017-12-21,29107,66.33
2017-12-22,28737,67.38
2017-12-23,27639,55.87
2017-12-24,25787,57.14
2017-12-25,23814,70.49
2017-12-26,23310,54.37
2017-12-27,25526,36.06
2017-12-28,26118,48.51
2017-12-29,25496,53.42
2017-12-30,25244,41.01
2017-12-31,24257,41.44
2018-01-01,22779,20.76
2018-01-02,28084,29.42
2018-01-03,28930,22.7
2018-01-04,24890,36.5
2018-01-05,24004,38.47
2018-01-06,25315,62.76
2018-01-07,25657,48.65
2018-01-08,28973,71.54
2018-01-09,28117,72.24
2018-01-10,23720,65.84
2018-01-11,26485,45.39
2018-01-12,27592,59.98
2018-01-13,29696,59.8
2018-01-14,27927,53.24
2018-01-15,27071,64.88
2018-01-16,29080,48.94
2018-01-17,28778,47.32
2018-01-18,28515,63.53
2018-01-19,28699,62.39
2018-01-20,28582,62.08
2018-01-21,26212,46.61
2018-01-22,25370,62.18
2018-01-23,27520,62.85
2018-01-24,27843,64.92
2018-01-25,27889,62.61
2018-01-26,27886,48.6
2018-01-27,29049,55.23
2018-01-28,27071,61.13
2018-01-29,26206,60.46
2018-01-30,27859,51.91
2018-01-31,28039,62.05
2018-02-01,22657,63.7
2018-02-02,28904,49.69
2018-02-03,28838,62.54
2018-02-04,23776,54.91
2018-02-05,22908,62.25
2018-02-06,25242,50.74
2018-02-07,25336,52.94
2018-02-08,29855,65.66
2018-02-09,26198,65.43
2018-02-10,25531,54.03
2018-02-11,24363,55.89
2018-02-12,25752,50.04
2018-02-13,29272,63.71
2018-02-14,29636,47.04
2018-02-15,29161,46.92
2018-02-16,28712,64.33
2018-02-17,28412,64.96
2018-02-18,26538,59.73
2018-02-19,25814,62.67
2018-02-20,28108,55.24
2018-02-21,28090,46.72
2018-02-22,28533,50.7
2018-02-23,28931,54.45
2018-02-24,29231,65.55
2018-02-25,27315,66.58
2018-02-26,26223,56.06
2018-02-27,28741,62.42
2018-02-28,29210,65.97
2018-03-01,26574,55.14
2018-03-02,29666,43.09
2018-03-03,28772,49.61
2018-03-04,25014,56.62
2018-03-05,25739,46.64
2018-03-06,23128,46.63
2018-03-07,27801,47.82
2018-03-08,30928,47.54
2018-03-09,26513,51.61
2018-03-10,25599,40.71
2018-03-11,25166,16.97
2018-03-12,24940,33.19
2018-03-13,27339,52.89
2018-03-14,27368,49.61
2018-03-15,27513,32.54
2018-03-16,27423,53.24
2018-03-17,27572,50.05
2018-03-18,25968,55.41
2018-03-19,25534,52.01
2018-03-20,27949,41.89
2018-03-21,28890,46.12
2018-03-22,28707,57.7
2018-03-23,28417,48.9
2018-03-24,28503,37.4
2018-03-25,26756,53.54
2018-03-26,27057,52.44
2018-03-27,28128,48.52
2018-03-28,27601,47.64
2018-03-29,26196,41.58
2018-03-30,25167,17.59
2018-03-31,24804,13.63
2018-04-01,26994,47.79
2018-04-02,27683,39.75
2018-04-03,26300,34.64
2018-04-04,26666,34.49
2018-04-05,26060,54.51
2018-04-06,23051,44.56
2018-04-07,28297,49.27
2018-04-08,30696,52.12
2018-04-09,27893,50.79
2018-04-10,25650,45.37
2018-04-11,24193,45.27
2018-04-12,26932,42.14
2018-04-13,27522,64.34
2018-04-14,27586,61.76
2018-04-15,25140,47.06
2018-04-16,24561,53.22
2018-04-17,26383,51.22
2018-04-18,26275,60.2
2018-04-19,25619,53.52
2018-04-20,25501,43.03
2018-04-21,25248,48.71
2018-04-22,23571,51.78
2018-04-23,23230,58.76
2018-04-24,24821,51.46
2018-04-25,25396,51.39
2018-04-26,25473,43.33
2018-04-27,25765,59.12
2018-04-28,25505,49.67
2018-04-29,23517,54.06
2018-04-30,23209,43.15
2018-05-01,26733,53.63
2018-05-02,27141,48.51
2018-05-03,25638,50.91
2018-05-04,26548,42.49
2018-05-05,26099,52.42
2018-05-06,25136,55.5
2018-05-07,28100,61.76
2018-05-08,28533,63.9
2018-05-09,28006,61.91
2018-05-10,25691,51.99
2018-05-11,23818,67.3
2018-05-12,26683,65.87
2018-05-13,23488,44.2
2018-05-14,23417,63.05
2018-05-15,25521,57.72
2018-05-16,25822,54.55
2018-05-17,25849,55.07
2018-05-18,25632,61.73
2018-05-19,25393,67.69
2018-05-20,23485,67.23
2018-05-21,23276,65.92
2018-05-22,24912,69.9
2018-05-23,25496,69.46
2018-05-24,25767,71.53
2018-05-25,25850,70.03
2018-05-26,25470,70.15
2018-05-27,23327,70.56
2018-05-28,22920,68.05
2018-05-29,25024,71.18
2018-05-30,25127,70.74
2018-05-31,24869,69.73
2018-06-01,25567,71.12
2018-06-02,29593,66.27
2018-06-03,28011,69.95
2018-06-04,26621,61.19
2018-06-05,23616,57.98
2018-06-06,25351,66.59
2018-06-07,27998,65.51
2018-06-08,28642,66.88
2018-06-09,27435,66.32
2018-06-10,25383,63.47
2018-06-11,26084,61.86
2018-06-12,27099,60.91
2018-06-13,26152,55.61
2018-06-14,26248,61.8
2018-06-15,26545,60.91
2018-06-16,26286,56.72
2018-06-17,24507,53.46
2018-06-18,24422,61.27
2018-06-19,26818,56.14
2018-06-20,27475,64.67
2018-06-21,27761,64.33
2018-06-22,28355,64.04
2018-06-23,28162,56.8
2018-06-24,25716,65.14
2018-06-25,26169,65.2
2018-06-26,28393,66.5
2018-06-27,28418,65.87
2018-06-28,28405,65.33
2018-06-29,28168,65.78
2018-06-30,27957,67.02
2018-07-01,25450,66.5
2018-07-02,29682,63.5
2018-07-03,27990,65.58
2018-07-04,27076,66
2018-07-05,23630,60.79
2018-07-06,25088,65.59
2018-07-07,27807,65.68
2018-07-08,30545,63.45
2018-07-09,27123,65.4
2018-07-10,23704,64.21
2018-07-11,26896,64.54
2018-07-12,25054,64.97
2018-07-13,29096,65.71
2018-07-14,28299,67.6
2018-07-15,26101,67.63
2018-07-16,25918,64.09
2018-07-17,28134,66.29
2018-07-18,28690,63.96
2018-07-19,29017,68.99
2018-07-20,28925,65.43
2018-07-21,28043,65.78
2018-07-22,25467,68.91
2018-07-23,25719,66.39
2018-07-24,28473,67.9
2018-07-25,28609,67.36
2018-07-26,28590,69.27
2018-07-27,28970,69.4
2018-07-28,28710,68.19
2018-07-29,26355,70.92
2018-07-30,26247,66.5
2018-07-31,28375,70.46
2018-08-01,26185,66.64
2018-08-02,30138,65.68
2018-08-03,27987,72.19
2018-08-04,24993,74
2018-08-05,25445,70.37
2018-08-06,25338,70.9
2018-08-07,25967,67.17
2018-08-08,29365,68.97
2018-08-09,26635,67.32
2018-08-10,22999,64.92
2018-08-11,26702,67.92
2018-08-12,25906,69.6
2018-08-13,26093,68.97
2018-08-14,27029,67.56
2018-08-15,26764,65.11
2018-08-16,26209,69.49
2018-08-17,26210,67.99
2018-08-18,25929,62.97
2018-08-19,24679,61.98
2018-08-20,25007,66.71
2018-08-21,27189,63.93
2018-08-22,27739,67.98
2018-08-23,27954,71.24
2018-08-24,27889,70.08
2018-08-25,27713,69.74
2018-08-26,25508,71.57
2018-08-27,26063,70.79
2018-08-28,28520,69.4
2018-08-29,28607,74.21
2018-08-30,28295,69.04
2018-08-31,28321,68.56
2018-09-01,28826,71.11
2018-09-02,30624,70.86
2018-09-03,27788,76.88
2018-09-04,24618,74.1
2018-09-05,25313,74.96
2018-09-06,25504,75.03
2018-09-07,26254,70.7
2018-09-08,28771,73.1
2018-09-09,24291,78.88
2018-09-10,24682,74.18
2018-09-11,26988,72.93
2018-09-12,25030,74.67
2018-09-13,27069,76.27
2018-09-14,27319,73.55
2018-09-15,26866,74.6
2018-09-16,24626,77.86
2018-09-17,24630,71.81
2018-09-18,26517,75.06
2018-09-19,26667,78.99
2018-09-20,27072,77.5
2018-09-21,27381,75.3
2018-09-22,27294,77.61
2018-09-23,25445,75.95
2018-09-24,25439,62.32
2018-09-25,27169,60.32
2018-09-26,26970,68.05
2018-09-27,26632,73.07
2018-09-28,26715,78.94
2018-09-29,26142,74.46
2018-09-30,23969,77.29
2018-10-01,29001,64.64
2018-10-02,30687,63.8
2018-10-03,27794,65.6
2018-10-04,26628,68.39
2018-10-05,25475,74.79
2018-10-06,23487,78.17
2018-10-07,29100,62.34
2018-10-08,27744,60.92
2018-10-09,23957,71.28
2018-10-10,24561,65.15
2018-10-11,26920,59.92
2018-10-12,24844,61.02
2018-10-13,23262,67.76
2018-10-14,23238,59
2018-10-15,22651,55.37
2018-10-16,24780,73.64
2018-10-17,25002,73.03
2018-10-18,25218,69.23
2018-10-19,25050,57.97
2018-10-20,24963,69.01
2018-10-21,22910,59.63
2018-10-22,22876,64.6
2018-10-23,24540,57.24
2018-10-24,24961,61.73
2018-10-25,24638,67.82
2018-10-26,24886,75.09
2018-10-27,25102,71.06
2018-10-28,23114,68.15
2018-10-29,23541,57
2018-10-30,26052,57.85
2018-10-31,26566,68.52
2018-11-01,28830,74.53
2018-11-02,28542,61.77
2018-11-03,25428,68.15
2018-11-04,27429,72.54
2018-11-05,25577,55.33
2018-11-06,23366,54.24
2018-11-07,29111,49.52
2018-11-08,27447,67.53
2018-11-09,25789,56.1
2018-11-10,24978,53.73
2018-11-11,24688,58.68
2018-11-12,27094,59.32
2018-11-13,26186,66.66
2018-11-14,26117,63.16
2018-11-15,25900,60.36
2018-11-16,26016,65.96
2018-11-17,25937,68.95
2018-11-18,24070,61.75
2018-11-19,23691,69.85
2018-11-20,26023,67.54
2018-11-21,26735,63.04
2018-11-22,26761,63.43
2018-11-23,27247,69.67
2018-11-24,27189,67.37
2018-11-25,25598,58.77
2018-11-26,25151,56.73
2018-11-27,27137,64.81
2018-11-28,27338,61.57
2018-11-29,27462,59.54
2018-11-30,27784,64.04
2018-12-01,29215,70.14
2018-12-02,26971,60.27
2018-12-03,25503,53.89
2018-12-04,27710,67.01
2018-12-05,25670,67.07
2018-12-06,25732,61.05
2018-12-07,28518,68.13
2018-12-08,26589,58.41
2018-12-09,26155,68.03
2018-12-10,24752,66.08
2018-12-11,24437,68.77
2018-12-12,27325,66.1
2018-12-13,27560,58.17
2018-12-14,28303,56.12
2018-12-15,27979,69.13
2018-12-16,26136,59.68
2018-12-17,25677,56.16
2018-12-18,27932,56.6
2018-12-19,28144,58.04
2018-12-20,27987,66.69
2018-12-21,27831,64.24
2018-12-22,26591,67.3
2018-12-23,24956,70.56
2018-12-24,24074,71.23
2018-12-25,22499,71.98
2018-12-26,22138,65.64
2018-12-27,24679,72.61
2018-12-28,25147,70.93
2018-12-29,25709,65.49
2018-12-30,24922,67.38
2018-12-31,24312,68.4
